"age","job","marital","education","balance","duration","campaign","subscribed"
33,"management","married","secondary",3132,350,5,"no"
33,"admin.","single","tertiary",490,31,1,"no"
35,"management","married","tertiary",2682,156,1,"no"
24,"services","married","tertiary",0,299,1,"no"
29,"unemployed","married","secondary",596,510,2,"no"
54,"blue-collar","married","secondary",2059,177,4,"no"
27,"admin.","married","secondary",132,123,2,"no"
34,"management","married","secondary",0,270,1,"no"
39,"blue-collar","married","primary",385,225,4,"no"
38,"management","married","tertiary",223,63,1,"no"
37,"management","married","tertiary",0,247,13,"no"
26,"services","single","secondary",512,206,5,"no"
36,"entrepreneur","married","tertiary",1169,168,2,"no"
35,"management","single","tertiary",71,836,12,"no"
30,"management","single","tertiary",940,131,2,"no"
25,"technician","single","secondary",-80,89,1,"no"
34,"technician","married","secondary",0,116,4,"no"
52,"unknown","married",NA,1317,58,1,"no"
39,"admin.","married","secondary",179,36,1,"no"
34,"management","married","secondary",1007,240,2,"no"
34,"management","single","secondary",0,132,4,"no"
30,"services","married","secondary",1286,544,1,"no"
33,"services","married","secondary",804,266,1,"no"
30,"student","single","secondary",4,443,2,"no"
51,"blue-collar","married","primary",0,324,1,"no"
36,"services","single","secondary",417,15,10,"no"
48,"blue-collar","married","primary",1678,263,2,"no"
37,"services","divorced","secondary",532,199,1,"no"
58,"management","married","secondary",407,145,2,"no"
56,"management","divorced","tertiary",659,56,1,"no"
34,"blue-collar","married","secondary",393,11,9,"no"
33,"admin.","divorced","secondary",661,411,1,"no"
26,"services","single","secondary",0,165,23,"no"
40,"management","single",NA,838,619,3,"no"
35,"services","married","secondary",195,203,1,"no"
45,"entrepreneur","married","secondary",68,254,1,"no"
37,"technician","single","secondary",-242,1149,6,"yes"
35,"management","divorced","tertiary",321,189,1,"no"
43,"services","single","secondary",3403,707,2,"yes"
28,"blue-collar","married","secondary",8,196,1,"no"
32,"blue-collar","divorced","secondary",739,171,1,"no"
26,"unemployed","single","secondary",622,1451,2,"yes"
35,"services","married","secondary",152,563,1,"yes"
35,"technician","single","secondary",2,239,4,"no"
39,"blue-collar","married","secondary",1439,73,6,"no"
42,"blue-collar","divorced","secondary",1491,203,2,"no"
32,"technician","single","secondary",6402,158,1,"no"
30,"unemployed","married","secondary",1210,100,4,"no"
26,"management","single","tertiary",122,160,1,"no"
30,"student","single","secondary",0,661,1,"no"
32,"management","married","tertiary",62,166,1,"no"
47,"services","married","secondary",3333,114,2,"no"
33,"technician","married","tertiary",16992,58,1,"no"
57,"blue-collar","married","primary",23,25,8,"no"
35,"admin.","married","secondary",0,121,2,"no"
53,"technician","married","tertiary",6072,226,4,"no"
24,"retired","single","secondary",366,234,2,"no"
54,"management","divorced","tertiary",0,88,1,"no"
31,"management","married","tertiary",1343,85,1,"no"
41,"entrepreneur","married","secondary",2105,134,1,"no"
44,"unknown","married","secondary",2319,251,3,"no"
35,"services","single","secondary",35,152,1,"no"
30,"management","married","tertiary",877,202,1,"no"
43,"blue-collar","single","primary",30,379,17,"no"
51,"entrepreneur","married","secondary",-2082,123,6,"no"
60,"retired","married","secondary",89,156,2,"no"
43,"self-employed","married","secondary",104,332,1,"no"
31,"management","married","tertiary",1750,90,3,"no"
56,"management","married","primary",772,291,1,"no"
42,"technician","married","secondary",1048,23,2,"no"
52,"entrepreneur","married","primary",592,122,2,"no"
40,"technician","married","secondary",0,105,2,"no"
36,"services","married","secondary",3064,NA,4,"no"
40,"services","married","primary",33,70,3,"no"
46,"blue-collar","married","secondary",0,264,2,"no"
32,"admin.","single","secondary",1649,204,2,"no"
31,"housemaid","single","tertiary",287,182,1,"no"
41,"technician","divorced","secondary",0,386,2,"no"
58,"housemaid","married","primary",419,295,3,"no"
36,"services","married","secondary",257,86,2,"no"
52,"technician","married","secondary",118,16,20,"no"
42,"management","married","tertiary",251,413,2,"no"
32,"management","single","tertiary",1731,323,3,"no"
62,"management","married","tertiary",0,78,3,"no"
31,"technician","single","tertiary",23,121,3,"no"
41,"blue-collar","single","secondary",-386,477,1,"yes"
34,"self-employed","married","tertiary",5498,265,1,"no"
44,"management","single","tertiary",5063,418,2,"yes"
42,"blue-collar","married","primary",7041,386,4,"no"
37,"entrepreneur","single","secondary",654,594,2,"no"
47,"management","married","tertiary",1890,161,1,"no"
32,"unemployed","married","secondary",2400,450,3,"no"
46,"blue-collar","married","secondary",519,217,6,"no"
39,"technician","single","tertiary",1190,136,1,"no"
28,"services","single","secondary",229,322,1,"no"
26,"student","single","secondary",203,104,1,"no"
52,"technician","married","secondary",1818,189,2,"no"
42,"unemployed","married","secondary",1289,250,4,"yes"
33,"technician","divorced","tertiary",39,123,5,"no"
73,"retired","married","primary",796,427,1,"yes"
35,"admin.","single","secondary",57,632,2,"no"
40,"management","married","tertiary",1548,101,3,"no"
51,"technician","married","secondary",117,467,2,"yes"
37,"admin.","single","secondary",0,640,2,"no"
39,"management","married","tertiary",691,517,1,"no"
28,"blue-collar","married","secondary",64,160,3,"no"
49,"technician","divorced","tertiary",0,177,3,"no"
36,"admin.","married","secondary",957,206,1,"no"
45,"technician","married","secondary",118,208,2,"no"
29,"technician","single","tertiary",218,169,1,"no"
35,"management","married","secondary",724,287,2,"yes"
35,"housemaid","married","tertiary",20,505,3,"no"
30,"blue-collar","married","secondary",-28,284,2,"no"
46,"blue-collar","married","primary",665,89,4,"no"
25,"student","single","tertiary",5,138,1,"no"
36,"management","married","tertiary",925,321,3,"yes"
42,"blue-collar","married","primary",2519,262,4,"no"
57,"admin.","married","secondary",3927,61,1,"no"
42,"management","divorced","tertiary",401,217,9,"no"
29,"management","married","tertiary",581,192,2,"no"
36,"technician","married","tertiary",1327,174,2,"no"
31,"unemployed","married","secondary",3242,292,2,"no"
59,"technician","married","primary",3163,240,2,"no"
50,"unemployed","divorced","secondary",32,282,2,"no"
47,"admin.","married","secondary",310,128,6,"no"
46,"housemaid","married","primary",0,161,1,"no"
26,"blue-collar","single","primary",155,291,1,"no"
31,"services","single","secondary",11386,356,1,"no"
30,"services","married","tertiary",1380,294,2,"no"
47,"blue-collar","single",NA,2443,422,1,"no"
23,"technician","single","tertiary",1129,806,1,"yes"
44,"unemployed","single","primary",4232,227,1,"no"
42,"self-employed","married","secondary",5564,560,2,"no"
32,"services","single","secondary",-402,135,1,"no"
28,"admin.","single","secondary",1323,361,1,"no"
57,"retired","married","primary",1623,246,1,"no"
38,"technician","married","tertiary",1042,419,2,"no"
22,"student","single","secondary",2488,449,2,"yes"
54,"admin.","married","secondary",865,71,1,"no"
32,"technician","married","tertiary",-1053,357,3,"no"
32,"management","married","tertiary",1667,164,2,"no"
59,"admin.","divorced","secondary",975,263,4,"no"
45,"technician","married","secondary",2571,146,2,"no"
53,"unknown","married","primary",732,759,2,"yes"
50,"admin.","divorced","secondary",769,72,2,"no"
34,"technician","married","secondary",-136,131,2,"no"
35,"admin.","divorced","secondary",3636,808,2,"yes"
30,"management","married","tertiary",931,1183,1,"no"
62,"housemaid","married","secondary",565,123,3,"no"
40,"blue-collar","married","secondary",271,483,2,"no"
26,"self-employed","single","tertiary",1153,238,3,"no"
34,"management","married","tertiary",-73,90,1,"no"
50,"unknown","married",NA,558,464,1,"yes"
31,"unknown","divorced","tertiary",137,385,9,"no"
35,"technician","married","secondary",700,240,2,"no"
55,"retired","married","primary",-966,104,1,"no"
34,"admin.","married","secondary",96,109,2,"no"
58,"retired","married","primary",4007,598,4,"no"
50,"management","single","tertiary",567,274,8,"no"
31,"technician","single","secondary",40,123,2,"no"
47,"admin.","divorced","secondary",136,70,1,"no"
38,"self-employed","single","tertiary",917,260,1,"no"
46,"management","single","tertiary",593,190,3,"no"
42,"blue-collar","married","primary",505,521,2,"no"
34,"blue-collar","married","secondary",2542,228,1,"no"
37,"management","married","tertiary",5355,466,4,"yes"
38,"student","single","tertiary",807,74,2,"no"
59,"retired","married","secondary",9976,57,2,"no"
32,"admin.","married","secondary",0,119,3,"no"
55,"management","married","tertiary",540,124,2,"no"
35,"blue-collar","married","secondary",280,65,50,"no"
56,"management","divorced","tertiary",-59,127,6,"no"
27,"admin.","married","secondary",-517,172,3,"no"
42,"unemployed","single","secondary",2613,174,6,"no"
42,"student","married",NA,-7,41,6,"no"
41,"blue-collar","married","primary",0,232,3,"no"
53,"retired","divorced","secondary",-200,161,1,"no"
67,"retired","married","primary",2301,124,1,"no"
53,"housemaid","married","primary",104,701,1,"yes"
33,"blue-collar","married","primary",191,162,2,"no"
31,"technician","single",NA,694,431,2,"no"
31,"admin.","married","secondary",212,191,3,"no"
30,"management","married","tertiary",1882,249,5,"no"
48,"blue-collar","married",NA,131,189,1,"no"
30,"technician","single","secondary",175,167,4,"no"
43,"technician","single","tertiary",0,73,4,"no"
38,"management","divorced","tertiary",4425,162,1,"no"
46,"unemployed","married","secondary",3533,235,2,"no"
59,"blue-collar","divorced","secondary",3573,44,1,"no"
44,"management","divorced","tertiary",476,127,2,"no"
35,"blue-collar","married","secondary",1257,93,3,"no"
55,"blue-collar","married",NA,23,143,1,"no"
39,"management","single","tertiary",0,81,2,"no"
36,"services","single","secondary",398,77,2,"no"
33,"blue-collar","married","secondary",745,115,4,"no"
48,"management","single","tertiary",8106,125,1,"no"
33,"management","single","tertiary",0,53,4,"no"
67,"retired","married",NA,696,77,2,"no"
48,"unemployed","divorced","secondary",1266,45,1,"no"
57,"management","married","tertiary",2416,74,2,"no"
31,"housemaid","married","primary",25,169,5,"no"
30,"student","single","tertiary",7513,269,2,"no"
56,"entrepreneur","divorced","primary",29,52,2,"no"
26,"blue-collar","married","primary",5116,246,3,"no"
44,"management","married","secondary",-1746,218,1,"no"
44,"technician","divorced","secondary",14,167,1,"yes"
31,"management","married","tertiary",4148,316,3,"yes"
47,"self-employed","married",NA,14,142,1,"no"
30,"admin.","single","secondary",105,75,1,"no"
37,"management","married","tertiary",767,204,1,"no"
56,"admin.","divorced","primary",0,542,1,"no"
43,"management","single","secondary",-228,122,2,"no"
42,"services","married","secondary",508,70,1,"no"
60,"management","married","secondary",725,266,1,"no"
34,"blue-collar","married",NA,41,34,9,"no"
34,"management","single","tertiary",184,203,4,"no"
41,"management","married","tertiary",251,85,3,"no"
38,"management","divorced","secondary",-17,11,4,"no"
23,"services","married","secondary",-19,13,10,"no"
33,"management","married","tertiary",1064,562,1,"yes"
36,"blue-collar","married","secondary",777,185,3,"no"
49,"unemployed","married","tertiary",377,158,1,"no"
34,"admin.","divorced","secondary",479,515,1,"yes"
40,"technician","divorced","secondary",-375,60,5,"no"
72,"retired","married","primary",796,173,2,"no"
43,"technician","married","secondary",17,353,4,"no"
44,"blue-collar","married","secondary",1071,143,3,"no"
35,"admin.","married","secondary",0,18,5,"no"
46,"admin.","divorced","secondary",7378,466,1,"no"
55,"admin.","married","secondary",865,85,1,"no"
50,"technician","divorced","secondary",-701,148,1,"no"
23,"blue-collar","single",NA,817,123,1,"no"
34,"student","married",NA,1387,121,1,"no"
40,"blue-collar","married","secondary",0,245,3,"no"
61,"retired","married","secondary",2917,215,1,"yes"
53,"technician","married","secondary",4541,190,6,"no"
57,"technician","married","secondary",0,44,1,"no"
28,"blue-collar","married","secondary",4287,171,1,"no"
25,"admin.","married","secondary",242,62,12,"no"
38,"blue-collar","married","secondary",171,172,1,"no"
27,"services","single","secondary",259,78,10,"no"
45,"blue-collar","married","secondary",827,319,5,"no"
31,"services","single","secondary",469,111,1,"no"
39,"blue-collar","married","primary",2226,158,1,"no"
42,"technician","married","secondary",0,82,12,"no"
46,"management","married","tertiary",477,128,6,"no"
36,"services","married","secondary",42,102,4,"no"
30,"management","single","tertiary",775,124,2,"no"
32,"blue-collar","married","secondary",9,334,2,"no"
52,"technician","married","tertiary",2557,134,5,"yes"
31,"management","married","tertiary",2395,218,1,"no"
60,"management","married","primary",4895,313,1,"no"
35,"blue-collar","single","secondary",376,207,3,"no"
38,"management","married","tertiary",389,262,1,"no"
46,"management","divorced","tertiary",134,134,2,"no"
45,"entrepreneur","divorced","tertiary",1273,197,3,"no"
59,"services","married","secondary",0,214,3,"no"
34,"management","married","tertiary",2892,1165,7,"no"
33,"technician","divorced","secondary",0,177,2,"no"
46,"management","single","secondary",295,141,6,"no"
48,"admin.","married","secondary",292,164,6,"no"
31,"services","single","secondary",85,151,1,"no"
32,"technician","married","secondary",4,145,2,"no"
35,"blue-collar","divorced","primary",-587,111,1,"no"
36,"blue-collar","single","primary",367,217,1,"no"
52,"management","married","tertiary",-1224,253,4,"no"
45,"management","divorced","tertiary",959,74,1,"no"
34,"management","married","tertiary",0,263,2,"no"
25,"blue-collar","married","primary",-589,233,1,"no"
26,"management","single","tertiary",-8,402,2,"no"
57,"management","married",NA,0,585,1,"no"
48,"management","married","primary",247,145,1,"no"
48,"technician","married",NA,5543,143,5,"no"
32,"blue-collar","married","primary",642,524,1,"no"
58,"retired","married","secondary",11,270,1,"no"
57,"management","married","primary",-226,272,1,"no"
31,"entrepreneur","married","tertiary",5191,187,2,"no"
33,"blue-collar","single","secondary",-320,268,2,"no"
53,"entrepreneur","married","tertiary",2289,183,1,"no"
36,"admin.","married","secondary",725,123,3,"no"
32,"technician","single","tertiary",705,20,4,"no"
45,"blue-collar","married","secondary",776,232,4,"no"
35,"unemployed","married","tertiary",816,547,7,"no"
41,"services","married","secondary",171,71,9,"no"
54,"services","married","secondary",812,113,6,"no"
49,"services","married","secondary",823,780,4,"yes"
28,"technician","single","secondary",1453,246,1,"no"
24,"blue-collar","single",NA,431,108,12,"no"
30,"admin.","single","secondary",1009,253,1,"no"
32,"self-employed","married","primary",286,175,1,"no"
53,"entrepreneur","married","tertiary",22370,106,1,"no"
42,"blue-collar","married","primary",2111,86,2,"no"
48,"blue-collar","married","primary",5366,248,3,"no"
33,"technician","married","secondary",181,265,2,"no"
31,"blue-collar","divorced","secondary",-452,182,5,"no"
56,"unemployed","divorced","primary",1770,916,3,"no"
58,"retired","married","primary",0,506,1,"no"
37,"admin.","single","secondary",-296,81,1,"no"
59,"management","married","primary",2358,30,1,"no"
50,"management","single","tertiary",1200,904,3,"yes"
39,"housemaid","single","primary",109,699,3,"no"
30,"technician","married","secondary",616,19,1,"no"
47,"services","divorced","secondary",4906,389,1,"no"
44,"self-employed","married","secondary",313,211,4,"no"
38,"blue-collar","married","primary",290,283,1,"no"
50,"management","married","tertiary",1240,474,2,"no"
27,"admin.","single","tertiary",3672,157,2,"no"
73,"retired","married","secondary",19,509,2,"no"
46,"blue-collar","married","primary",143,279,1,"no"
56,"retired","divorced","secondary",212,27,1,"no"
36,"management","married","tertiary",9,386,4,"yes"
33,"blue-collar","married","primary",3074,679,1,"no"
40,"management","married","tertiary",1734,169,1,"no"
52,"management","married","tertiary",575,315,1,"no"
51,"blue-collar","married","secondary",397,293,2,"no"
33,"blue-collar","married","secondary",640,439,3,"no"
54,"services","married","secondary",158,198,1,"no"
44,"management","married","secondary",2984,770,2,"no"
50,"entrepreneur","married","secondary",1011,340,2,"no"
45,"blue-collar","single","secondary",0,1472,1,"yes"
36,"management","married","tertiary",1133,293,1,"yes"
42,"technician","married","secondary",4945,311,2,"yes"
37,"technician","married","secondary",712,291,2,"no"
28,"services","single","secondary",-427,965,2,"no"
56,"admin.","married","secondary",2146,594,1,"no"
59,"admin.","married","secondary",92,139,2,"no"
32,"unemployed","married","secondary",10,501,4,"no"
57,"retired","married","primary",1238,274,1,"no"
49,"admin.","single","secondary",981,10,3,"no"
56,"entrepreneur","married",NA,575,18,2,"no"
48,"admin.","divorced",NA,-70,243,1,"no"
27,"student","single","tertiary",3733,198,1,"yes"
31,"management","single","tertiary",574,410,2,"no"
28,"blue-collar","single","secondary",43,190,1,"no"
36,"management","married","tertiary",428,121,1,"no"
58,"housemaid","married","primary",0,148,1,"no"
46,"admin.","married","secondary",0,239,2,"no"
32,"management","single","tertiary",474,90,3,"no"
39,"services","married","secondary",-540,29,1,"no"
35,"self-employed","married","tertiary",560,58,1,"no"
31,"management","married","tertiary",325,1139,2,"yes"
29,"management","single","tertiary",437,504,1,"yes"
48,"blue-collar","married","primary",574,348,1,"no"
60,"retired","married","primary",0,130,3,"no"
74,"retired","married","secondary",935,100,1,"no"
30,"services","married","secondary",699,544,1,"no"
52,"admin.","single","primary",0,182,11,"no"
24,"blue-collar","married","secondary",-220,90,1,"no"
29,"services","married","secondary",11417,272,2,"no"
33,"housemaid","married","primary",212,260,2,"no"
34,"blue-collar","married","secondary",67,672,3,"no"
45,"admin.","divorced","secondary",0,264,1,"yes"
31,"blue-collar","married","secondary",0,275,2,"no"
45,"technician","married","secondary",1673,76,1,"no"
27,"services","married","secondary",-1202,749,2,"no"
30,"management","single","tertiary",4213,142,4,"no"
45,"blue-collar","married","primary",0,454,2,"no"
57,"blue-collar","married","secondary",1521,102,2,"no"
34,"management","married","tertiary",1310,521,3,"no"
40,"admin.","married","secondary",0,57,1,"no"
39,"management","married","tertiary",399,504,1,"no"
46,"technician","married","tertiary",405,138,3,"no"
55,"management","divorced","tertiary",9756,103,2,"yes"
25,"management","single","tertiary",2506,485,1,"yes"
34,"management","married","tertiary",697,166,1,"no"
37,"blue-collar","married","primary",403,318,2,"no"
64,"retired","divorced","tertiary",890,531,3,"no"
45,"technician","divorced","secondary",809,155,2,"no"
57,"housemaid","married","secondary",158,73,1,"no"
21,"student","single",NA,137,198,3,"no"
58,"housemaid","married","secondary",2705,137,1,"no"
41,"blue-collar","single","secondary",75,479,9,"yes"
41,"management","married",NA,2457,285,1,"no"
58,"management","married","tertiary",541,98,1,"no"
33,"management","married","tertiary",287,199,2,"no"
32,"management","married","tertiary",273,97,3,"no"
44,"services","divorced","secondary",0,389,5,"no"
47,"unknown","married",NA,677,384,1,"no"
41,"self-employed","married","primary",340,37,3,"no"
54,"technician","married","tertiary",98,420,4,"no"
47,"technician","divorced","tertiary",477,973,1,"no"
32,"management","single","tertiary",2629,77,4,"no"
59,"housemaid","married","tertiary",0,376,2,"no"
29,"technician","single","tertiary",2325,125,1,"yes"
48,"services","married","secondary",-20,142,2,"no"
32,"technician","single","secondary",230,442,1,"yes"
46,"management","divorced","secondary",-852,728,2,"no"
31,"blue-collar","single","primary",-280,281,3,"no"
53,"blue-collar","married","secondary",25,528,2,"yes"
34,"technician","single","tertiary",9851,128,5,"no"
48,"services","single",NA,5095,71,1,"no"
32,"technician","married","secondary",687,161,4,"no"
31,"management","married","secondary",1368,129,4,"no"
27,"blue-collar","single","primary",-179,54,2,"no"
60,"admin.","married","secondary",-396,443,1,"no"
34,"blue-collar","single","tertiary",1011,136,1,"no"
52,"self-employed","married","secondary",9,44,1,"no"
48,"blue-collar","married","secondary",1159,1181,9,"no"
45,"technician","married","primary",-322,225,2,"no"
54,"technician","divorced","secondary",1114,81,1,"no"
52,"services","married","secondary",2072,224,1,"no"
47,"entrepreneur","married","tertiary",459,189,4,"no"
54,"unknown","married","secondary",1157,98,2,"no"
34,"blue-collar","married","secondary",8309,50,1,"no"
39,"technician","single","tertiary",1043,195,10,"no"
46,"technician","married","secondary",2098,110,2,"no"
26,"unemployed","single","secondary",461,214,1,"no"
37,"technician","single","secondary",61,182,8,"no"
47,"blue-collar","married","secondary",1203,239,2,"no"
35,"technician","married","secondary",1067,179,6,"no"
57,"unemployed","married","primary",0,540,1,"no"
34,"management","married","tertiary",1657,566,2,"no"
47,"technician","married","secondary",1219,697,4,"yes"
27,"technician","married","secondary",7,98,2,"no"
40,"blue-collar","married","secondary",-839,1018,2,"yes"
39,"technician","married","secondary",994,221,1,"no"
36,"entrepreneur","married","tertiary",6,246,1,"no"
42,"technician","single","secondary",0,656,2,"no"
23,"blue-collar","single","primary",8627,281,1,"no"
34,"management","married","tertiary",133,65,1,"no"
34,"blue-collar","married","secondary",247,193,5,"no"
49,"services","married","secondary",1114,283,1,"no"
57,"blue-collar","married","primary",1592,78,4,"no"
59,"retired","married",NA,0,425,6,"no"
57,"admin.","married","tertiary",46,238,2,"no"
34,"blue-collar","married","secondary",1221,182,1,"no"
61,"management","married","secondary",985,998,6,"yes"
35,"blue-collar","divorced","secondary",0,477,1,"no"
42,"management","married","tertiary",520,158,1,"no"
57,"services","married","tertiary",10,320,3,"no"
42,"blue-collar","married","secondary",2157,149,1,"no"
53,"retired","married","secondary",6095,410,5,"no"
63,"retired","married","tertiary",133,104,2,"no"
47,"self-employed","married","secondary",1121,454,6,"no"
54,"services","married","secondary",88,190,1,"no"
45,"admin.","married","secondary",0,145,10,"no"
28,"management","single","tertiary",-328,318,2,"no"
58,"unemployed","married","secondary",610,246,2,"no"
48,"management","single","tertiary",414,761,2,"no"
35,"management","divorced","tertiary",0,171,1,"yes"
37,"self-employed","married","tertiary",0,143,1,"no"
37,"blue-collar","married","secondary",685,968,1,"no"
37,"management","married","primary",22856,154,1,"no"
25,"services","single","secondary",-352,246,1,"no"
58,"blue-collar","married","secondary",602,201,1,"no"
52,"management","married","secondary",-588,81,4,"no"
19,"student","single","secondary",302,205,1,"yes"
59,"blue-collar","married","secondary",5314,200,3,"no"
41,"technician","married","secondary",64,210,2,"no"
34,"technician","single","tertiary",632,215,10,"no"
35,"technician","single","secondary",5731,164,2,"no"
41,"technician","married","secondary",902,35,6,"no"
28,"blue-collar","single","secondary",6307,615,1,"no"
53,"management","divorced","secondary",112,246,3,"no"
35,"services","married","secondary",0,42,1,"no"
33,"admin.","single","tertiary",621,217,1,"no"
37,"technician","single","secondary",435,210,1,"no"
32,"technician","married","secondary",782,116,4,"no"
32,"blue-collar","married","secondary",478,200,1,"no"
54,"services","married",NA,7864,145,4,"no"
44,"blue-collar","married","secondary",1910,41,1,"no"
36,"technician","divorced","tertiary",1174,192,2,"no"
56,"admin.","married","secondary",1270,80,2,"no"
30,"management","single","tertiary",18,121,11,"no"
36,"blue-collar","married","secondary",141,106,3,"no"
43,"management","married","tertiary",2886,230,1,"no"
40,"technician","married","secondary",2715,125,2,"no"
32,"technician","single","tertiary",1100,67,1,"no"
34,"blue-collar","married","secondary",516,26,1,"no"
37,"services","married","secondary",1,395,2,"no"
28,"admin.","single","secondary",775,603,2,"no"
35,"unknown","married","primary",634,185,2,"no"
53,"blue-collar","single","secondary",5715,287,2,"no"
60,"admin.","married",NA,1088,149,1,"no"
40,"entrepreneur","married","secondary",1532,173,7,"no"
57,"retired","married","primary",75,118,2,"no"
29,"technician","single","secondary",103,314,1,"no"
44,"blue-collar","married","primary",134,378,1,"no"
41,"admin.","single","secondary",748,94,7,"no"
47,"technician","married","secondary",1990,108,4,"no"
43,"technician","married","tertiary",192,203,2,"no"
37,"technician","single","secondary",267,121,1,"no"
34,"technician","single","tertiary",586,489,2,"no"
30,"blue-collar","single","secondary",648,287,1,"no"
57,"entrepreneur","divorced","secondary",25,652,1,"no"
26,"admin.","single","secondary",96,612,2,"no"
34,"management","married","tertiary",1116,53,5,"no"
46,"technician","divorced","secondary",-90,270,1,"yes"
38,"entrepreneur","married","tertiary",170,442,1,"yes"
37,"technician","single","secondary",3665,664,3,"yes"
28,"management","single","tertiary",2380,394,2,"no"
57,"blue-collar","married","primary",179,230,3,"no"
39,"management","married","tertiary",763,877,7,"yes"
49,"services","married","secondary",320,1971,4,"yes"
38,"technician","married","secondary",1960,161,2,"no"
27,"blue-collar","married","secondary",818,188,5,"no"
30,"admin.","married","secondary",2678,23,5,"no"
38,"admin.","married","tertiary",1980,176,2,"no"
36,"management","married","tertiary",1582,26,2,"no"
38,"retired","single",NA,62,212,1,"no"
59,"housemaid","married","primary",235,119,2,"no"
37,"management","married","tertiary",489,205,5,"no"
29,"self-employed","married","tertiary",3931,73,4,"no"
43,"blue-collar","married","secondary",699,1258,2,"yes"
33,"technician","married","secondary",58,57,2,"no"
54,"housemaid","divorced","secondary",1327,115,2,"no"
55,"services","married","secondary",557,58,1,"no"
32,"technician","single","tertiary",741,238,1,"no"
48,"management","married","primary",3230,207,3,"no"
33,"management","single","tertiary",1439,178,2,"no"
46,"admin.","married","secondary",120,20,11,"no"
44,"management","married","tertiary",1058,188,3,"yes"
47,"blue-collar","married","primary",881,143,1,"no"
38,"technician","married","secondary",6728,232,1,"yes"
80,"retired","married","secondary",462,127,2,"no"
40,"self-employed","married","secondary",167,380,4,"no"
43,"entrepreneur","married","tertiary",1574,167,3,"no"
32,"technician","single","tertiary",1625,796,1,"yes"
39,"management","married","tertiary",562,303,2,"no"
33,"technician","married","secondary",9305,407,2,"no"
31,"technician","single","secondary",35,229,1,"no"
36,"management","single","tertiary",0,108,2,"no"
35,"management","single","tertiary",2486,265,1,"no"
25,"services","single","secondary",368,168,1,"no"
33,"management","single","secondary",1558,97,1,"no"
23,"blue-collar","single","primary",8627,169,1,"no"
31,"management","single","tertiary",2590,103,2,"no"
36,"management","married","tertiary",0,599,3,"no"
44,"technician","single","tertiary",900,322,2,"no"
31,"management","single","tertiary",385,304,1,"no"
55,"blue-collar","married","primary",1649,52,3,"no"
51,"housemaid","divorced","secondary",9228,655,4,"yes"
36,"admin.","married","secondary",0,101,2,"no"
27,"unemployed","single","tertiary",1,65,2,"no"
40,"services","married","secondary",771,173,4,"no"
49,"services","married","secondary",280,162,3,"no"
59,"retired","married","primary",46,78,2,"no"
32,"management","married","tertiary",2431,646,5,"yes"
42,"retired","single","tertiary",308,114,2,"no"
35,"management","divorced","tertiary",160,141,6,"no"
29,"blue-collar","single","secondary",555,133,4,"no"
29,"technician","single","secondary",778,1994,2,"no"
37,"blue-collar","single","secondary",48,140,2,"no"
49,"admin.","married","primary",169,82,3,"no"
51,"services","divorced","secondary",12,150,1,"no"
61,"housemaid","married","primary",848,605,1,"no"
43,"management","married","secondary",481,164,1,"no"
42,"services","married","tertiary",12223,36,1,"no"
24,"blue-collar","married","secondary",-254,290,2,"no"
46,"self-employed","married","tertiary",1148,104,2,"no"
23,"admin.","single","secondary",5,413,1,"no"
26,"services","single","secondary",50,153,1,"no"
43,"blue-collar","divorced","primary",92,237,2,"no"
35,"technician","single","tertiary",470,743,13,"yes"
38,"technician","married","secondary",0,82,4,"no"
56,"unemployed","divorced","primary",109,924,4,"no"
31,"services","married","secondary",440,117,3,"no"
32,"management","single","tertiary",0,550,4,"yes"
28,"services","single","secondary",2685,5,1,"no"
26,"admin.","divorced","secondary",-3,181,5,"no"
49,"management","married","tertiary",7007,325,2,"no"
33,"admin.","married","secondary",220,345,1,"no"
80,"retired","married","primary",1548,331,2,"no"
40,"blue-collar","married","secondary",326,112,1,"no"
42,"technician","divorced","secondary",0,115,6,"no"
46,"blue-collar","married","secondary",123,381,3,"no"
32,"management","single","tertiary",697,119,1,"no"
37,"services","single","tertiary",223,25,1,"no"
32,"student","married","secondary",1694,929,1,"no"
53,"management","married","tertiary",4446,429,1,"no"
39,"management","married","tertiary",894,491,1,"no"
31,"technician","divorced","secondary",202,146,1,"no"
34,"management","single","tertiary",0,191,2,"no"
44,"technician","married","tertiary",1707,406,3,"no"
35,"technician","married","secondary",13658,220,2,"no"
39,"admin.","married","secondary",406,253,5,"no"
55,"services","married","secondary",96,340,2,"no"
34,"housemaid","married","secondary",0,154,1,"yes"
39,"technician","married","tertiary",-276,121,4,"no"
58,"retired","married","secondary",413,104,5,"no"
37,"blue-collar","married","primary",655,127,2,"no"
56,"retired","divorced","primary",694,144,1,"yes"
32,"admin.","single","secondary",10218,149,2,"no"
41,"technician","single","tertiary",1646,261,1,"yes"
29,"admin.","single","tertiary",14,87,1,"no"
44,"management","married","tertiary",7635,719,5,"no"
24,"blue-collar","married","secondary",9,292,7,"no"
43,"management","single","secondary",1029,145,1,"no"
26,"admin.","married","tertiary",2855,52,3,"no"
39,"admin.","married","secondary",260,146,1,"no"
49,"blue-collar","married","secondary",2039,451,1,"yes"
52,"blue-collar","divorced","primary",-97,167,4,"no"
33,"blue-collar","married","tertiary",1465,98,4,"no"
30,"blue-collar","married","secondary",125,238,2,"no"
