"color","quality","alcohol","residual_sugar","density","pH"
"white",4,11.4,1.05,0.9908,2.91
"white",6,9.6,6.5,0.9954,3.14
"white",6,12.9,2,0.9906,3.18
"white",6,9.7,14.9,0.99705,3.14
"white",6,9.3,10,0.9982,3.23
"white",5,9.1,1.1,0.9932,3.1
"white",5,8.6,12,0.9977,3.16
"white",5,9.9,4.8,0.994,3.14
"white",6,9.3,10,0.9982,3.23
"white",5,10.9,1.2,0.9929,3.28
"white",6,10.2,1.5,0.9924,3.2
"white",6,9.7,10.4,0.9966,3.11
"white",7,11.4,2.5,0.9921,3.38
"white",6,9.5,12.3,0.9967,3.24
"white",7,10.2,1.4,0.9934,3.42
"white",6,11.1,2.2,0.9914,3.31
"white",6,9.7,14.9,0.99705,3.14
"white",5,9.3,8,0.9961,3.22
"white",5,8.8,8.6,0.9967,3.17
"white",5,10.6,1.2,0.9926,2.8
"white",5,9.3,8.7,0.99605,3.17
"white",6,10.2,5.4,0.99435,3.31
"white",6,10.2,5.7,0.9948,3.16
"white",7,11,1.5,0.9916,3.46
"white",6,9.6,10.9,0.997,3.4
"white",5,9.3,8,0.9961,3.22
"white",5,8.8,8.6,0.9967,3.17
"white",5,8.8,7.7,0.9961,3.17
"white",5,8.9,1.7,0.9955,3.28
"white",5,10,1.4,0.9922,3.17
"white",7,12.2,4.5,0.9918,3.16
"white",6,10.9,9.9,0.9955,3.04
"white",6,9.5,1.4,0.9941,3.34
"white",6,10.9,9.5,0.9955,3.04
"white",6,10.9,9.9,0.9955,3.04
"white",6,10.8,3,0.9924,3.16
"white",6,12,19.6,0.9973,3.24
"white",5,9.8,14,0.999,3.56
"white",6,9.5,1.4,0.9941,3.34
"white",8,11,1.8,0.9922,3.42
"white",8,11,1.8,0.9922,3.42
"white",5,9.8,5.4,0.9953,3.24
"white",4,10.5,1.8,0.9945,3.49
"white",6,11.4,9.25,0.9945,3.05
"white",6,10.1,1.5,0.9957,3.27
"white",7,11.6,6.8,0.9932,3.33
"white",6,11.4,9.25,0.9945,3.05
"white",7,11.8,2.6,0.9913,3.07
"white",7,12.1,2.1,0.9909,3.33
"white",5,12,7.6,0.9939,3.16
"white",7,12.1,1.6,0.991,3.08
"white",5,9.1,1.4,0.9954,3.15
"white",5,9.3,1.6,0.9943,3.36
"white",6,10.4,1.4,0.993,3.2
"white",5,9.1,17.95,1.0002,3.27
"white",5,9.4,2,0.9946,3.32
"white",6,9.6,6.3,0.9953,3.16
"white",5,12,1.4,0.9918,3.19
"white",8,11.3,9.05,0.9936,3.27
"white",6,8.7,15.4,0.9984,3.06
"white",6,9.9,7.1,0.9956,3.39
"white",6,9.3,10.2,0.9966,3.08
"white",5,9.5,1.6,0.9942,3.07
"white",6,8.7,15.4,0.9984,3.06
"white",6,9.9,7.1,0.9956,3.39
"white",6,9.3,10.2,0.9966,3.08
"white",5,9.4,12.4,0.9974,3.16
"white",5,9.4,3.4,0.9944,3.15
"white",6,8.8,15,1.0008,3.28
"white",5,9.4,12.4,0.9974,3.16
"white",6,8.8,15,1.0008,3.28
"white",6,9.9,1.5,0.9928,3.18
"white",5,9.4,3.4,0.9944,3.15
"white",6,12.6,4.8,0.9908,3.29
"white",6,11.1,1.2,0.9917,3.19
"white",7,12.8,4.1,0.9911,3
"white",6,12,2.8,0.9912,3.09
"white",7,12,13.9,0.9953,3.36
"white",4,9.2,0.8,0.9932,3.19
"white",6,12.3,1,0.9896,3.38
"white",6,13,1.2,0.9889,3.19
"white",6,12,2.8,0.9912,3.09
"white",5,10.9,1.7,0.9926,3.07
"white",7,12.8,4.1,0.9911,3
"white",6,10,6.3,0.9964,3.36
"white",5,9,11.5,0.9974,3.22
"white",5,10.4,1.5,0.9944,3.42
"white",5,9,11.5,0.9974,3.22
"white",6,10,6.3,0.9964,3.36
"white",6,10,6.3,0.9963,3.36
"white",7,11.3,11.2,0.9948,3.12
"white",7,11.3,11.2,0.9948,3.12
"white",7,12,15.1,0.9953,3.13
"white",7,11.3,11.2,0.9948,3.12
"white",7,12,15.1,0.9953,3.13
"white",6,10.6,5.6,0.9949,3.6
"white",5,9.3,12.6,0.9988,2.99
"white",6,9.4,5.7,0.9954,3.04
"white",7,11,2.2,0.992,3.27
"white",6,9.3,11,0.9984,3.44
"white",6,9.4,5.7,0.9954,3.04
"white",5,10.5,1,0.9926,3.42
"white",7,11,2.2,0.992,3.27
"white",6,9.5,11.8,0.9976,3.07
"white",6,11.2,7.8,0.9972,3.33
"white",6,12.3,4.7,0.991,3.29
"white",5,9,11.5,0.998,3.27
"white",5,9,7.9,0.9966,3.07
"white",5,9,11.5,0.998,3.27
"white",5,9,17.8,1.0007,2.98
"white",6,11.4,1.7,0.992,3.25
"white",7,11,1.6,0.9925,3.2
"white",6,12.3,4.7,0.991,3.29
"white",7,10.4,1.6,0.9934,3.6
"white",5,10.3,2.4,0.9955,3.28
"white",7,10.5,6.4,0.9944,3.29
"white",6,9.8,14,0.9981,3.14
"white",4,10,1.6,0.9968,3.11
"white",5,9.7,1.6,0.9946,3.14
"white",5,9.7,1.4,0.9946,3.13
"white",6,9.8,14,0.9981,3.14
"white",6,10.5,4.7,0.9946,3.32
"white",6,10,10.2,0.997,3.14
"white",7,11.5,2.3,0.9924,3.24
"white",5,9.5,7.8,0.9958,3.24
"white",6,10.5,2.4,0.994,3.43
"white",6,10.2,8.3,0.9958,3.12
"white",6,9.8,13.9,0.9984,3.34
"white",6,11.6,13.8,0.9948,3.1
"white",7,11.8,7.3,0.9932,3.15
"white",7,10.1,8.5,0.9952,3.04
"white",6,10.3,1.8,0.9924,3.31
"white",6,10.4,5.1,0.9945,3.34
"white",5,8.9,16.05,0.9976,3.09
"white",5,8.9,16.05,0.9976,3.09
"white",5,10.8,7.35,0.9938,3.06
"white",5,9.2,16.05,0.9997,3.38
"white",6,9.6,2,0.994,3.18
"white",6,10.4,1.2,0.9921,3.08
"white",6,8.7,14,0.9986,3.03
"white",6,9.2,16.2,0.9987,3.06
"white",5,9.2,14.3,0.9991,3.18
"white",6,9.2,16.2,0.9987,3.06
"white",5,9.2,14.3,0.9991,3.18
"white",5,9.2,14.3,0.9991,3.18
"white",5,10.2,7.9,0.9948,3.4
"white",6,9.2,16.2,0.9987,3.06
"white",5,9,1,0.993,3.2
"white",5,9.7,13.6,0.9988,3.37
"white",5,9.6,17.85,1,3.34
"white",5,10,1.3,0.9932,3.14
"white",5,9.2,14.3,0.9991,3.18
"white",5,9.1,13.7,0.9989,3.18
"white",5,8.7,18.3,1,3.3
"white",5,8.7,18.3,1,3.3
"white",5,9.5,6.5,0.9952,3.14
"white",6,9.5,10.3,0.9969,2.93
"white",6,8.9,8.1,0.9966,2.9
"white",6,8.9,8.1,0.9966,2.9
"white",6,9.9,8.6,0.9976,3.29
"white",7,12.6,1.9,0.99,3.29
"white",6,9.7,14.1,0.9988,2.72
"white",5,10.4,7.9,0.9942,2.96
"white",6,9.1,10.7,0.9984,2.93
"white",5,10.4,1.2,0.9932,3.01
"white",6,9.5,10.3,0.9969,2.93
"white",6,8.9,8.1,0.9966,2.9
"white",5,10.6,1.9,0.9933,3.16
"white",7,12,2.7,0.9916,3.12
"white",7,12.5,5.7,0.9914,2.93
"white",5,9.6,9.3,0.9966,3.21
"white",5,9.2,8.1,0.9958,3.08
"white",6,9.9,1.3,0.9926,3.04
"white",6,11.7,8.5,0.9939,2.96
"white",6,9.6,2.1,0.9953,3.09
"white",6,12,3.5,0.9906,3
"white",7,12.5,5.7,0.9914,2.93
"white",5,9.2,8.1,0.9958,3.08
"white",6,9.9,1.3,0.9926,3.04
"white",6,8.9,14.4,0.9991,3.17
"white",6,9,13.7,0.9994,3.24
"white",7,10.2,11.1,0.9976,3.03
"white",5,9.6,9.3,0.9966,3.21
"white",5,9.4,4.9,0.9953,3.29
"white",5,10.4,1.7,0.9923,2.97
"white",4,10.4,1.6,0.993,3.15
"white",6,10,1.4,0.9931,3.16
"white",6,10,1.4,0.9932,3.16
"white",5,10.5,1.6,0.9926,3.05
"white",6,11.4,6.8,0.9938,3.23
"white",5,10.2,9.7,0.9966,3.08
"white",6,10.4,10.5,0.9974,3.04
"white",3,11,2,0.9924,3.24
"white",6,10.1,6.2,0.9948,2.89
"white",5,9.2,8.3,0.9964,3
"white",6,10.3,1.6,0.9924,3.23
"white",5,10.2,9.7,0.9966,3.08
"white",6,10.4,10.5,0.9974,3.04
"white",7,11.1,4.6,0.9938,3.23
"white",5,9.9,1.2,0.9928,3.33
"white",5,9,7.6,0.9959,3.14
"white",5,8.6,15,1.0001,2.93
"white",5,9,7.6,0.9959,3.14
"white",5,8.6,15,1.0001,2.93
"white",5,9.5,11.6,0.9968,3.18
"white",5,9,1.1,0.9932,3.02
"white",6,10,7.8,0.9954,2.99
"white",6,9,12,0.9992,3.6
"white",5,9,1.1,0.9932,3.02
"white",7,10.2,1.4,0.9939,3.34
"white",5,9.6,6.7,0.9952,3.04
"white",5,9.7,17.2,0.9996,2.96
"white",4,10.2,1.4,0.9966,3.02
"white",7,13,8.2,0.9925,3.01
"white",6,10.8,4.3,0.996,3.37
"white",5,9.7,17.2,0.9996,2.96
"white",5,9,11.1,0.9973,2.89
"white",5,9.9,1.1,0.9937,3.37
"white",6,9.2,7.2,0.9966,3.29
"white",6,8.7,16.6,1.0017,2.96
"white",5,10.1,1,0.993,2.79
"white",5,10.1,1,0.993,2.79
"white",5,9.5,1.3,0.9959,2.9
"white",5,9.9,1.4,0.9958,3.17
"white",6,8.7,16.6,1.0017,2.96
"white",5,9,6.9,0.9958,3.19
"white",6,8.6,13.3,0.9979,3.03
"white",6,10.5,8.1,0.9941,3.12
"white",7,9.5,9.2,0.997,3.09
"white",6,10.1,1.4,0.9934,3.43
"white",7,11.7,3.2,0.9927,3.53
"white",6,10.7,2.5,0.9944,3.23
"white",7,11.7,3.2,0.9927,3.53
"white",5,9.2,4.5,0.9963,3.15
"white",5,8.8,18.35,1.0011,3.17
"white",5,8.8,18.35,1.0011,3.17
"white",6,NA,7.8,0.9959,3.24
"white",5,10.2,7,0.9973,3.57
"white",6,9.1,6.3,0.9966,3.25
"white",6,10.5,1.2,0.9932,3.19
"white",6,9,12.8,0.9984,3.09
"white",8,8.9,14.2,0.999,3.14
NA,8,8.9,14.2,0.999,3.14
"white",8,8.9,14.2,0.999,3.14
"white",8,8.9,14.2,0.999,3.14
"white",8,8.9,14.2,0.999,3.14
"white",6,9.1,16.65,1.0006,3.2
"white",6,10.1,1.9,0.9937,3.2
"white",5,10,7.7,0.9954,3.12
"white",6,9.5,10.4,0.997,3.11
"white",7,12.3,3.3,0.9912,3.08
"white",4,9.1,1.1,0.9939,3.24
"white",8,8.9,14.2,0.999,3.14
"white",5,9.6,6.3,0.9957,3.5
"white",6,11.6,5.25,0.9926,3.13
"white",6,8.8,14.6,0.9994,3.34
"white",6,8.9,11.8,1.0004,3.34
"white",6,8.8,14.6,0.9994,3.34
"white",6,8.9,11.8,1.0004,3.34
"white",6,8.9,11.8,1.0004,3.34
"white",6,9,17.3,1.0002,3.13
"white",5,10,1.4,0.9922,3.19
"white",5,10,1.3,0.9922,3.18
"white",6,11.1,1.6,0.9934,3.36
"white",6,11.6,5.25,0.9926,3.13
"white",6,10.6,2.4,0.9941,3.42
"white",6,8.8,14.6,0.9994,3.34
"white",6,8.9,11.8,1.0004,3.34
"white",6,10.1,1.5,0.9924,3.34
"white",5,10,1.8,0.9948,3.52
"white",7,12.2,7.7,0.9935,3.18
"white",6,11,2,0.9918,3.23
"white",5,10,1.8,0.9948,3.52
"white",5,11.1,1.4,0.9924,3.37
"white",6,10.4,16.7,0.9979,3.22
"white",5,11.8,8.1,0.993,2.94
"white",6,10.8,8,0.994,3.11
"white",7,12.5,4.7,0.991,3.3
"white",5,11.8,8.1,0.993,2.94
"white",7,11.6,2.1,0.9922,3.25
"white",6,10.4,16.7,0.9979,3.22
"white",6,11.5,6.4,0.9937,3.19
"white",6,10.1,1.5,0.9928,3.23
"white",6,9.2,7.6,0.9965,3.11
NA,6,10.1,1.5,0.9928,3.23
"white",5,9.2,12.4,0.9991,3.07
"white",5,8.9,1.3,0.9948,3.08
"white",5,10.1,1.7,0.9925,3.09
"white",5,8.9,8.1,0.9958,3.13
"white",6,9.7,7.1,0.9962,3.1
"white",6,9.2,7.6,0.9965,3.11
"white",6,11,2.3,0.9951,3.06
"white",5,10.7,6.5,0.9944,3.14
"white",6,10.8,1.4,0.9916,3.24
"white",5,9.8,12.7,0.9987,3.41
"white",5,11,1.6,0.9928,3.25
"white",5,10.4,1.1,0.9926,2.97
"white",6,10.2,1.2,0.9934,3.8
"white",5,10.7,6.5,0.9944,3.14
"white",5,9,4.6,0.9949,3.34
"white",5,10.6,0.6,0.9926,3.08
"white",6,9.5,10.6,0.997,3.22
"white",5,9,4.6,0.9949,3.34
"white",6,9.2,4.8,0.9948,3.34
"white",6,11,2.7,0.992,2.97
"white",6,9.9,12.6,0.9964,3.28
"white",5,10.6,0.6,0.9926,3.08
"white",5,9.3,9.2,0.9982,3.38
"white",5,9.6,6.6,0.9955,3.14
"white",5,9.5,7,0.9955,3.14
"white",7,9.7,8.45,0.9958,3.39
"white",3,9.7,11.1,0.9997,2.93
"white",5,8.7,18.15,1.0001,3.3
"white",5,8.7,18.15,1.0001,3.3
"white",5,12.4,4.1,0.9918,3.01
"white",5,12.4,4.1,0.9918,3.01
"white",6,10.6,4.6,0.9931,3.07
"white",5,8.7,18.15,1.0001,3.3
"white",7,12,4.9,0.9926,3.36
"white",5,9,8.3,0.9966,3.12
"white",5,8.8,1.4,0.9932,3.13
"white",5,9.5,11.5,0.9969,3.22
"white",6,10.8,1.8,0.9925,3.32
"white",5,11.4,1.6,0.9914,3.16
"white",5,10.3,2.4,0.996,3.6
"white",6,9.5,4.9,0.9952,3.3
"white",5,9.9,1.8,0.9934,3.15
"white",5,10.2,4.3,0.9939,3.16
"white",5,10.2,4.4,0.9939,3.16
"white",6,11,1.4,0.9906,3.44
"white",7,12.1,1.6,0.9901,3.22
"white",6,9.1,1.3,0.9948,3.26
"white",6,9.5,5.2,0.995,3.26
"white",5,9.5,5.6,0.9953,3.27
"white",5,9.8,5.3,0.9953,3.31
"white",6,9.5,4.9,0.9952,3.3
"white",5,10.3,2.4,0.996,3.6
"white",5,9.6,1.6,0.9948,3.3
"white",6,10.2,2.1,0.9951,3.52
"white",6,10.5,1.4,0.9931,3.68
"white",4,10.4,7.1,0.9962,3.32
"white",5,9.6,1.6,0.9948,3.3
"white",5,10.7,10.7,0.9959,3.22
"white",6,10.5,11.1,0.9962,3.15
"white",5,10.6,10.7,0.9958,2.85
"white",6,9.6,1.6,0.9948,3.29
"white",6,9.6,1.6,0.9948,3.29
"white",5,9.5,1.5,0.994,3.14
"white",6,9.4,1.5,0.9942,3.12
"white",6,9.8,1.6,0.9942,3.22
"white",6,9.6,1.6,0.9948,3.29
"white",5,9.2,8,0.9964,3.16
"white",5,9.5,7.7,0.9958,3.17
"white",5,9.2,2.7,0.9932,3.34
"white",5,9.4,15.1,0.9986,2.94
NA,5,9.4,15.1,0.9986,2.94
"white",5,9.3,8.9,0.9988,3.4
"white",5,9.1,6,0.9953,3.19
"white",5,9.5,12.3,0.9983,3.36
"white",6,9.1,13.1,1,3.42
"white",5,10.6,6.7,0.9951,3.63
"white",5,9.5,12.3,0.9983,3.36
"white",6,12.4,2.3,0.9906,3.19
"white",5,8.7,11.1,0.9981,3.18
"white",5,8.8,1.5,0.9936,3.12
"white",5,10.6,6.7,0.9951,3.63
"white",5,9.1,6,0.9953,3.19
"white",5,9,15.2,1.0005,3.02
"white",6,10.3,10.2,0.9972,3.16
"white",6,9.1,13.1,1,3.42
"white",6,9.5,10.7,0.9969,3.12
"white",5,8.8,17.1,1.0001,3.3
"white",5,8.8,17.1,1.0001,3.3
"white",5,8.8,17.1,1.0001,3.3
"white",5,9.9,1.9,0.9934,3.38
"white",6,9.5,10.7,0.9969,3.12
"white",5,8.8,17.1,1.0001,3.3
"white",4,11.7,1.2,0.9902,3.14
"white",5,10.8,1.2,0.993,3.21
"white",6,12,3.1,0.9914,3.43
"white",4,10.3,1.5,0.9941,3.2
"white",5,9,10.7,0.9967,3.05
"white",7,12.2,4.9,0.9918,3.19
"white",5,9.9,12.6,0.998,3.39
"white",5,9,10.7,0.9967,3.05
"white",7,12.2,4.9,0.9918,3.19
"white",5,10.1,12.15,0.9957,3.2
"white",5,9.3,12,0.9986,3.31
"white",5,9.5,1.7,0.9958,3.1
"white",6,9.2,2.6,0.9948,3.43
"white",5,11.7,1.4,0.9918,3.27
"white",5,11,1.9,0.9923,3.35
"white",6,9.6,16.9,0.9998,3.37
"white",6,9.6,16.9,0.9998,3.37
"white",6,11.9,2.1,0.9914,2.99
"white",6,10.8,7,0.9939,3.25
"white",5,10.1,7.1,0.9966,3.38
"white",6,10.9,5.9,0.995,3.25
"white",5,25,7.1,0.9966,3.38
"white",5,10.4,8.7,0.994,3.27
"white",5,9.2,13.2,0.9972,3.05
"white",5,9.6,15.3,0.9998,3.27
"white",5,9.6,15.3,0.9998,3.27
"white",5,9,13.2,0.9982,3.1
"white",7,11.5,2.7,0.9924,3.4
"white",6,10.2,10.65,0.9972,3.17
"white",6,9.9,10,0.997,3.4
"white",6,9.6,6.8,0.9954,3.44
"white",5,10.6,15.6,0.9962,3.1
"white",5,9.2,13.2,0.9972,3.05
"white",6,11.8,5.1,0.9921,3.24
"white",6,12.2,3,0.9905,3.18
"white",5,9.6,15.3,0.9998,3.27
"white",6,10.6,2.1,0.993,3.2
"white",6,10.3,1.9,0.9941,3.27
"white",4,10.2,8.6,0.9994,3.12
"white",5,10.7,8.75,0.9962,3.11
"white",4,11.7,3.6,0.992,3.05
"white",6,12,4.7,0.9922,3.01
"white",6,10.6,1.3,0.994,3.52
"white",4,12.2,1.8,0.9897,3.3
"white",6,11,9.7,0.9954,3.47
"white",7,12.4,4,0.99,3.23
"white",6,9.4,2.4,0.9948,2.77
"white",6,12,4.7,0.9922,3.01
"white",5,11.6,18.8,0.998,2.96
"white",5,9.4,1.8,0.9944,3.18
"white",5,9.4,1.8,0.9944,3.18
"white",7,9.1,12.8,0.9986,3.14
"white",7,9.1,12.8,0.9986,3.14
"white",7,9.1,12.8,0.9986,3.14
"white",7,9.1,12.8,0.9986,3.14
"white",7,9.1,12.8,0.9986,3.14
"white",5,9.2,7.8,0.996,3.23
"white",5,9.2,16.75,0.9999,3.15
"white",7,9.1,12.8,0.9986,3.14
"white",7,9.1,12.8,0.9986,3.14
"white",5,9.2,7.8,0.996,3.23
"white",7,9,5.4,0.9951,3.25
"white",5,9.2,16.75,0.9999,3.15
"white",6,10.8,1.3,0.993,3.22
"white",6,9.5,10.1,0.9982,3.4
"white",6,11,3.8,0.992,3.11
"white",5,10,10.9,0.9963,3.24
"white",5,9.5,6.6,0.995,3.22
"white",6,10.1,9.8,0.9956,3.29
"white",7,9.5,11.7,0.997,3.19
"white",5,9.5,1.2,0.9936,3.08
"white",5,9.5,1.4,0.9935,3.11
"white",6,9.4,9.6,0.9963,3.35
"white",6,9.4,12.2,0.9967,2.92
"white",6,12.7,2.6,0.9912,3.31
"white",5,9.7,10.7,0.9981,3.09
"white",6,9.7,4.9,0.9966,3.27
"white",6,9.4,12.2,0.9967,2.92
"white",6,9.4,9.6,0.9963,3.35
"white",5,9.5,1.4,0.9935,3.11
"white",6,11.7,1.1,0.9902,3.1
"white",6,11.7,1,0.99,3.09
"white",5,9.7,8.2,0.996,3.16
"white",6,9.5,11.3,0.9966,3.24
"white",5,9.1,7.3,0.9962,3.25
"white",6,10.3,2.3,0.994,3.23
"white",5,9.7,8.2,0.996,3.16
"white",5,9.9,2.1,0.994,3.21
"white",5,9.9,2,0.9944,3.22
"white",5,10.2,10,0.9974,3.26
"white",6,12.1,15.75,0.996,3
"white",7,11.3,3.9,0.9922,3.15
"white",5,11.4,2,0.9917,3.19
"white",6,12.2,1.5,0.9918,3.17
"white",7,9.9,1.6,0.9936,3.18
"white",6,10.3,1.4,0.9938,3.63
"white",6,12.2,1.5,0.9918,3.17
"white",6,10.4,1.4,0.9939,3.52
"white",5,11.4,2,0.9917,3.19
"white",6,9.9,13.8,0.9981,3.13
"white",5,10,1.3,0.9941,3.32
"white",6,11.5,3.8,0.9928,3.21
"white",6,10.5,6.9,0.9952,3.44
"white",7,12.5,2.2,0.9898,3.28
"white",6,10.5,1.6,0.9914,2.98
"white",6,9.9,13.8,0.9981,3.13
"white",7,11.4,10.8,0.9957,3.06
"white",6,9.8,12.8,0.998,3.42
"white",7,11.4,10.8,0.9957,3.06
"white",4,9.2,15.3,0.9986,3.03
"white",5,8.9,12.1,0.9983,3.08
"white",5,8.9,12,0.9982,3.07
"white",7,9.5,11.6,0.997,2.92
"white",6,11.5,9.2,0.9947,3.21
"white",7,9.5,11.6,0.997,2.92
"white",6,11.5,9.2,0.9947,3.21
"white",6,9.5,2.8,0.99416,2.96
"white",5,9.7,1.6,0.99516,3.35
"white",5,9.7,6.1,0.99496,3.17
"white",6,9.5,8.5,0.9974,3.32
"white",5,9.4,7.8,0.99579,3.16
"white",4,9,14.9,0.9983,3.13
"white",6,10.6,6.2,0.99471,3.6
"white",6,9.5,8.5,0.9974,3.32
"white",5,9.1,8.2,0.99644,3.16
"white",5,9.4,7.8,0.99579,3.16
"white",5,8.8,10.6,0.99699,3.05
"white",5,10.4,11.2,0.99758,3.54
"white",5,8.9,11.6,0.9977,3.13
"white",7,10.6,7.1,0.99397,3.16
"white",4,9,14.9,0.9983,3.13
"white",6,10.6,6.2,0.99471,3.6
"white",6,10.6,1.7,0.99243,3.28
"white",5,9,7.7,0.9962,3.23
"white",6,8.8,17.3,1.00182,3.08
"white",7,10.5,1.4,0.99384,3.54
"white",5,9.5,7.7,0.99582,3.16
"white",5,9,7.7,0.9962,3.23
"white",6,10.4,3.4,0.9924,3.14
"white",6,10,1.6,0.99466,3.38
"white",5,10.4,1.4,0.99212,2.97
"white",6,9,1.4,0.99449,3.11
"white",5,9.3,10.4,0.99748,3.24
"white",6,9,1.4,0.99449,3.11
"white",5,9.3,10.4,0.99748,3.24
"white",6,9,4.1,0.99475,3.18
"white",6,11.5,2.8,0.99189,3.06
"white",5,9,15.7,0.99827,3.11
"white",6,10.4,10.9,0.99752,3.52
"white",5,9,15.7,0.99827,3.11
"white",5,10.6,6.5,0.99479,3.08
"white",6,10.4,10.9,0.99752,3.52
"white",6,8.5,5.9,0.99642,3.47
"white",6,9.3,17.3,1.00047,3.07
"white",7,10.5,1.4,0.99382,3.53
"white",6,9.9,13.5,0.99784,3.39
"white",6,10.4,8.5,0.99486,3.4
"white",5,10.1,6.2,0.99537,3.35
"white",7,10.5,1.4,0.99382,3.53
"white",4,9.2,14.95,0.99838,3.04
"white",6,9.4,7.7,0.99566,3.17
"white",6,10.6,1.3,0.99268,3.53
"white",6,9.4,7.7,0.99566,3.17
"white",5,8.7,1.3,0.99468,3.08
"white",6,10.2,1.3,0.9933,3.61
"white",6,10.3,1.3,0.99307,3.61
"white",5,9.5,15.6,0.99907,3.06
"white",5,9.5,15.6,0.99907,3.06
"white",5,9.5,15.6,0.99907,3.06
"white",5,9.5,15.6,0.99907,3.06
"white",5,9.4,4.9,0.99471,3.17
"white",5,9.4,5,0.99471,3.17
"white",5,9.5,15.6,0.99907,3.06
"white",7,12.6,6.5,0.99148,3.16
"white",7,10.5,1.4,0.99383,3.52
"white",6,10.8,2.7,0.99365,3.1
"white",6,9.9,1.2,0.99272,3.18
"white",7,12.6,6.5,0.99148,3.16
"white",7,12.2,6.4,0.99235,3.38
"white",6,10,6.9,0.99508,3.23
"white",7,10.6,7.2,0.9946,3.29
"white",6,9.5,10.6,0.99674,3.24
"white",8,12.8,3.5,0.99018,3.34
"white",7,12.2,6.4,0.99235,3.38
"white",7,12.6,2.3,0.99084,3.34
"white",5,9.4,12.05,0.99856,3.45
"white",5,9,7,0.99591,3.21
"white",5,9.1,11.8,0.9975,3.23
"white",6,9.4,1.4,0.9944,3.06
"white",7,12.2,5,0.99173,3.33
"white",5,10,2.2,0.99378,3.21
"white",5,9.2,14.6,0.99805,2.93
"white",5,9.3,1.6,0.99534,3.11
"white",6,9.8,1.3,0.99232,3.14
"white",5,9.2,14.6,0.99805,2.93
"white",7,12,2.8,0.99078,3.34
"white",5,9.3,1.6,0.99534,3.11
"white",7,12.6,3.3,0.99061,3.33
"white",6,12.2,6.3,0.99182,3.31
"white",6,11,8.1,0.9966,3.4
"white",7,12,1.6,0.9912,3.25
"white",5,8.8,10.6,0.99779,3.16
"white",4,8.9,11.8,0.99814,3.17
"white",7,12.7,1.7,0.99096,3.59
"white",6,11.8,8.1,0.99379,3.1
"white",5,10.2,1.4,0.99426,3.79
"white",6,9.9,1.3,0.99228,3.24
"white",6,11.1,1.8,0.99335,3.35
"white",5,9.4,7.2,0.99595,3.22
"white",6,9.7,1.1,0.99297,3.13
"white",5,9.7,11.95,0.99687,3.11
"white",6,9.7,1.1,0.99297,3.13
NA,5,9.7,11.95,0.99687,3.11
"white",5,9.8,2.2,0.99445,3.19
"white",6,9.3,12.7,0.9986,3.25
"white",5,10.5,1.4,0.99154,2.95
"white",6,9.3,10.6,0.9981,3.47
"white",8,12.6,1.9,0.98993,3.45
"white",5,8.9,17.8,1.00241,3.44
"white",5,10.3,10.2,0.99716,3.18
"white",5,10.6,4.8,0.99437,3.29
"white",4,9,9.8,0.9972,3.15
"white",5,9.7,8.4,0.99756,3.48
"white",6,9.5,7.2,0.99509,3.22
"white",6,10.3,4.8,0.99572,3.49
"white",5,9.7,8.4,0.99756,3.48
"white",8,12.3,4.5,0.99175,3.21
"white",5,10.5,1.4,0.99254,3.4
"white",6,9.5,7.2,0.99509,3.22
"white",6,10,11,0.99676,3.11
"white",4,8.8,11.1,0.9979,3.08
"white",6,10.9,2.6,0.99194,3
"white",6,12.2,2,0.99077,2.95
"white",5,9.5,10.1,0.99782,3.06
"white",5,10,13.3,0.99942,3.47
"white",6,9.6,11.4,0.99708,3.11
"white",6,8.7,1.3,0.99353,3.13
"white",7,10.7,1.4,0.99256,3.39
"white",6,11.1,1.4,0.99199,3.43
"white",7,12.5,7,0.9918,3.25
"white",6,10.4,2,0.99354,3.3
"white",5,11.5,1.2,0.99244,3.2
"white",5,9.4,12.9,0.99831,3.05
"white",5,9.3,5,0.99396,3.03
"white",6,10.1,10.1,0.99724,3.17
"white",5,9.7,3.75,0.99524,3.28
"white",6,10.5,1.7,0.9927,3.49
"white",5,9.7,12.6,0.99802,3.42
"white",5,9.2,1.3,0.99512,3.59
"white",5,9.8,1.6,0.99438,3.19
"white",5,9,7.6,0.99679,3.12
"white",6,9.1,8.1,0.99652,3.15
"white",6,10.4,14.9,0.99698,3.25
"white",6,10.7,6,0.99474,3.68
"white",7,10.5,6,0.99511,3.59
"white",5,9.2,7.2,0.99582,3.21
"white",4,11.5,3,0.99125,3.28
"white",3,10.4,1.2,0.99256,3.05
"white",6,12,2,0.9911,3.3
"white",6,12.2,4.9,0.99168,3.38
"white",6,12,2,0.9911,3.3
"white",6,9.8,8.9,0.99556,3.29
"white",5,9.3,16.45,1.00098,3.1
"white",4,9.6,2,0.99516,3.49
"white",4,9.5,1.9,0.99516,3.49
"white",6,10.2,5.1,0.99518,3.5
"white",8,10.4,4.4,0.99347,3.24
"white",6,11,5.8,0.9929,3.28
"white",8,10.4,4.4,0.99347,3.24
"white",5,8.7,12.9,0.99841,3.05
"white",4,9.9,1.3,0.99362,3.29
"white",4,9.9,1.3,0.99361,3.29
"white",4,11.3,1.2,0.9914,3.06
"white",8,12,2.7,0.99114,3.38
"white",8,10.7,1.7,0.9925,3.43
"white",6,10.1,8.2,0.99453,3.13
