"limit_bal","sex","education","age","bill_amt","pay_amt"
160000,"female","university",35,-200,0
110000,"male","university",48,92806,5000
30000,"female","university",22,18796,2000
60000,"female","university",42,631,2790
200000,"male","university",55,169287,6177
110000,"male","university",36,57135,0
200000,"female","graduate_school",34,0,0
50000,"female","high_school",47,34740,4000
50000,"male","high_school",50,7056,2840
210000,"female","graduate_school",33,970,1303
140000,"male","university",36,58165,2500
200000,"female","graduate_school",28,466,161844
500000,"male","university",35,2295,1384
60000,"female","university",44,57657,3400
90000,"female","high_school",25,74818,2400
500000,"female","university",28,67763,2244
50000,"male","graduate_school",23,48954,2000
20000,"male","high_school",34,15736,1284
50000,"female","university",48,12592,2017
230000,"female","high_school",47,147300,10000
50000,"female","graduate_school",23,46750,1505
180000,"female","university",33,437,0
140000,"female","high_school",48,0,0
70000,"male","graduate_school",26,35666,5000
360000,"female","graduate_school",35,10621,0
170000,"female","high_school",44,150692,6936
30000,"female","high_school",24,30279,1500
70000,"female","high_school",31,68174,3200
60000,"male","university",36,46064,2000
110000,"male","university",30,88168,7300
50000,"female","university",27,51176,0
200000,"male","graduate_school",33,156558,15000
310000,"female","high_school",35,83719,5000
50000,"female","graduate_school",30,19930,28019
400000,"male","graduate_school",47,105610,3904
70000,"female","university",44,12662,1500
100000,"male","graduate_school",32,95794,4000
50000,"male","university",26,48221,2571
280000,"female","university",30,3510,0
400000,"female","university",41,43672,678
160000,"male","graduate_school",31,157303,8055
200000,"female","graduate_school",27,1171,0
150000,"female","university",27,88957,5500
110000,"male","high_school",57,390,390
50000,"male","university",37,27516,2000
200000,"female","university",29,78201,4000
10000,"male","high_school",24,273,8327
400000,"male","university",34,372724,28000
50000,"female","graduate_school",26,0,1950
210000,"male","university",39,600,169
50000,"male","university",21,21023,3000
40000,"male","university",55,-150,0
70000,"female","high_school",42,69470,3085
200000,"female","university",29,61518,25138
100000,"female","university",46,97515,4000
360000,"male","high_school",34,277040,0
40000,"male","graduate_school",24,37412,2000
200000,"female","university",37,313,0
240000,"female","graduate_school",29,0,0
100000,"male","university",29,99679,4000
180000,"female","university",44,3481,761
100000,"female","university",23,45756,9187
160000,"female","high_school",38,5207,207
180000,"female","university",43,543,0
190000,"male","university",58,135184,6586
330000,"male","university",43,13200,9863
200000,"male","university",38,152856,6000
70000,"female","university",32,68321,6600
100000,"female","high_school",24,56341,0
100000,"male","high_school",30,68436,0
230000,"male","university",41,301038,9405
230000,"female","graduate_school",31,2850,1940
450000,"female","university",32,14237,5016
150000,"female","university",27,0,0
230000,"female","university",36,52689,0
50000,"male","university",30,50995,2500
110000,"male","university",27,103550,6000
160000,"male","graduate_school",51,79244,0
210000,"female","graduate_school",32,524,4581
50000,"male","university",22,49551,1707
330000,"female","graduate_school",39,118467,4000
60000,"male","university",37,54770,5000
140000,"female","graduate_school",26,21688,0
140000,"female","graduate_school",32,129371,5650
30000,"female","university",24,1104,1164
450000,"male","university",37,136655,13492
120000,"male","graduate_school",49,10105,106000
160000,"female","high_school",46,960,485
270000,"female","high_school",55,2039,7922
220000,"male","graduate_school",29,26012,1410
100000,"male","graduate_school",35,29109,0
120000,"female","high_school",47,7301,2327
90000,"female","university",24,13137,0
80000,"female","university",28,18112,10084
60000,"female","graduate_school",24,56119,2664
110000,"female","university",29,27340,10000
300000,"male","graduate_school",26,273138,12000
120000,"female","university",29,61470,3000
180000,"female","university",25,2984,154
50000,"female","university",23,48570,1773
150000,"male","graduate_school",51,149640,6000
20000,"male","high_school",35,24122,1300
50000,"male","graduate_school",36,45010,1919
150000,"male","university",35,125063,10050
80000,"male","graduate_school",26,40029,2000
180000,"female","university",48,860,102
400000,"female","graduate_school",40,1107,3891
30000,"male","university",39,28628,2003
90000,"female","university",26,45069,2000
280000,"female","graduate_school",26,189748,6300
170000,"female","graduate_school",30,364,14662
220000,"male","other",37,44253,1966
30000,"male","university",25,2400,0
230000,"female","high_school",46,273094,135034
100000,"male","graduate_school",28,72970,30000
10000,"male","university",37,-265,0
160000,"female","university",33,189935,8113
80000,"female","university",23,80715,5000
170000,"male","other",30,297,1096
20000,"female","university",37,17312,1500
200000,"male","university",28,162439,4000
310000,"female","graduate_school",30,27289,1489
180000,"female","other",44,151538,6256
200000,"female","high_school",49,196272,17500
160000,"female","university",29,2248,0
230000,"male","university",36,218205,7859
20000,"female","university",46,19113,1292
80000,"female","high_school",50,7506,0
180000,"female","graduate_school",56,0,0
90000,"female","graduate_school",28,2780,1950
50000,"male","high_school",65,48341,2068
200000,"female","graduate_school",27,871,665
210000,"male","university",36,1060,779
150000,"female","university",40,8482,3514
150000,"female","high_school",55,1194,2101
50000,"female","university",25,13750,2000
10000,"male","high_school",36,576,4009
180000,"female","graduate_school",39,1343,438
30000,"female","university",23,16089,1300
50000,"male","university",23,52319,0
110000,"male","university",30,107372,5000
90000,"female","university",39,45406,3000
130000,"female","graduate_school",27,58811,1500
130000,"male","graduate_school",30,16757,5000
160000,"female","graduate_school",40,661,2881
30000,"female","graduate_school",22,28000,3703
390000,"male","high_school",49,282849,12000
20000,"male","university",30,7534,2000
50000,"male","university",23,28569,1400
220000,"female","other",46,104603,5000
500000,"male","university",67,4410,2681
320000,"male","graduate_school",41,321281,27000
360000,"female","university",35,0,0
80000,"male","university",28,10394,77900
100000,"male","graduate_school",63,61228,2810
20000,"female","graduate_school",22,15829,1600
50000,"female","university",34,44654,2000
320000,"female","university",33,91653,10042
200000,"male","university",33,205150,0
80000,"male","university",27,58324,0
330000,"female","graduate_school",41,11006,4160
50000,"female","graduate_school",28,48782,2100
20000,"male","high_school",51,14962,2890
50000,"female","university",28,48370,1468
100000,"female","university",31,99259,2750
160000,"female","graduate_school",35,19082,2815
270000,"male","high_school",47,165303,6200
100000,"male","graduate_school",32,81210,3019
280000,"female","university",29,99,0
250000,"male","graduate_school",31,215316,6845
30000,"male","high_school",25,10198,18808
150000,"male","graduate_school",41,116699,0
50000,"male","high_school",52,48946,2047
130000,"male","university",44,139892,6179
20000,"male","university",24,16239,600
240000,"male","university",40,11671,1810
430000,"male","high_school",26,438795,18000
50000,"female","university",29,40117,6138
90000,"female","university",33,27180,1405
120000,"female","graduate_school",27,22225,1118
260000,"male","high_school",52,0,0
120000,"female","university",47,1188,2512
50000,"female","university",24,35845,1500
210000,"male","university",37,18896,1500
340000,"male","high_school",43,251135,22000
340000,"female","graduate_school",39,4676,3806
260000,"female","university",26,258364,45446
170000,"male","graduate_school",39,138811,5505
200000,"female","university",30,155768,7325
80000,"female","university",40,82150,0
90000,"male","university",57,10635,3007
450000,"male","graduate_school",67,0,0
50000,"male","university",41,19339,1703
260000,"female","graduate_school",36,107350,4500
50000,"female","graduate_school",25,0,0
50000,"female","university",27,9877,1140
90000,"female","high_school",37,62460,2500
50000,"male","university",52,50757,0
50000,"male","university",57,25551,2733
360000,"female","high_school",46,15219,26796
200000,"female","graduate_school",47,30177,2061
140000,"male","graduate_school",36,127496,5000
230000,"male","university",39,20307,2000
90000,"female","high_school",46,5965,1120
60000,"female","high_school",34,6731,1300
360000,"male","graduate_school",51,2782,5636
210000,"female","high_school",33,0,0
180000,"male","university",37,175287,8440
20000,"male","university",43,6216,1307
170000,"male","high_school",40,6115,872
50000,"male","university",34,16501,0
10000,"female","university",44,4125,1275
330000,"female","graduate_school",28,963,504
340000,"female","university",38,0,780
90000,"female","university",28,59694,2852
160000,"male","graduate_school",25,85748,4000
10000,"female","university",36,7081,0
130000,"female","university",30,148234,5200
200000,"female","university",30,71310,0
50000,"male","university",22,34033,1342
20000,"male","high_school",24,20464,4
50000,"female","high_school",42,13436,1246
50000,"male","university",35,15609,0
130000,"female","university",28,71983,4000
220000,"female","graduate_school",51,2262,2276
100000,"male","university",30,89898,4900
50000,"male","university",25,11669,1502
200000,"female","high_school",42,858,1406
200000,"female","university",48,26465,1000
300000,"female","high_school",30,131957,6500
50000,"female","university",39,30049,1800
50000,"female","university",27,27314,1500
130000,"male","graduate_school",29,9619,6247
140000,"female","high_school",56,141342,5025
260000,"male","graduate_school",29,7168,4497
180000,"male","graduate_school",49,1092,1733
80000,"male","university",36,19211,1337
100000,"female","graduate_school",28,290,1534
220000,"female","graduate_school",42,2500,0
260000,"female","university",46,28700,15000
150000,"female","graduate_school",48,6773,1731
150000,"female","university",41,0,0
50000,"female","graduate_school",22,49077,2610
50000,"male","university",27,819,2184
50000,"female","university",42,12106,1184
310000,"female","university",29,26597,1732
260000,"female","university",29,246509,7012
30000,"male","university",33,0,0
80000,"female","university",22,17087,1500
80000,"female","graduate_school",44,-60,2460
80000,"female","university",23,38587,5000
480000,"female","graduate_school",39,106660,302000
140000,"female","university",35,127794,4317
70000,"male","graduate_school",30,68971,2700
30000,"female","university",42,2231,1000
70000,"female","university",25,67588,3100
160000,"female","university",31,112878,8000
190000,"female","graduate_school",31,132946,6000
170000,"female","university",43,38137,1934
260000,"female","graduate_school",36,531,0
200000,"female","graduate_school",33,105775,3493
310000,"male","graduate_school",31,279711,10143
60000,"female","university",64,24541,2000
260000,"female","university",38,-2,0
50000,"male","high_school",25,42838,1759
30000,"male","graduate_school",33,25826,3000
500000,"female","graduate_school",33,363,2089
20000,"female","other",22,11871,0
300000,"male","graduate_school",34,0,0
400000,"female","graduate_school",28,6500,405016
160000,"female","university",27,0,0
120000,"male","high_school",36,31218,2000
400000,"female","graduate_school",32,7217,0
70000,"male","university",44,43314,2025
320000,"female","graduate_school",41,56093,0
110000,"female","graduate_school",56,34102,2000
50000,"female","university",30,0,10228
200000,"female","graduate_school",31,3028,1473
200000,"male","university",38,105729,3806
150000,"male","graduate_school",35,18786,6879
160000,"female","graduate_school",28,40854,1676
150000,"female","university",39,16878,5000
170000,"male","graduate_school",37,187146,6500
60000,"female","university",29,9045,1000
30000,"female","graduate_school",26,9600,0
70000,"female","high_school",41,32581,2000
140000,"male","university",40,77356,4000
30000,"female","high_school",42,30607,10
140000,"female","high_school",42,138391,6300
70000,"female","graduate_school",25,66738,3005
120000,"female","graduate_school",34,0,0
110000,"male","university",47,72897,3290
150000,"female","graduate_school",28,1040,0
400000,"female","university",50,15986,4359
30000,"female","university",32,28156,0
30000,"female","university",30,24482,1800
400000,"female","university",24,35660,2000
150000,"male","university",28,148095,8000
360000,"female","university",40,8736,974
110000,"male","graduate_school",29,106698,6000
430000,"female","graduate_school",36,258212,10500
290000,"female","high_school",47,1163,6650
80000,"female","university",34,64553,1784
210000,"female","university",49,0,0
500000,"female","graduate_school",31,258257,25239
400000,"female","university",24,14925,5000
280000,"female","university",30,13182,5290
500000,"female","university",27,174725,6630
300000,"female","graduate_school",28,28989,1291
120000,"male","graduate_school",29,30101,2000
50000,"male","high_school",45,35962,1857
20000,"male","graduate_school",24,18738,20
360000,"female","university",52,2995,2406
470000,"female","graduate_school",27,2981,3182
100000,"female","graduate_school",25,90976,4000
140000,"male","graduate_school",31,128036,4180
180000,"female","graduate_school",46,9509,16359
220000,"male","graduate_school",38,7311,0
30000,"female","university",22,7928,2318
300000,"male","graduate_school",37,1943,0
50000,"female","high_school",42,48926,2019
310000,"female","graduate_school",31,9108,24485
210000,"male","university",38,326,0
50000,"female","university",33,44052,2000
60000,"male","university",35,34604,1900
300000,"female","university",46,5287,3000
90000,"female","university",35,89282,6201
80000,"male","university",30,110692,3500
30000,"male","university",27,22284,0
200000,"male","graduate_school",29,389,390
170000,"female","university",32,71752,2687
230000,"female","graduate_school",53,0,742
180000,"female","other",30,107337,3735
70000,"female","university",28,44230,1747
280000,"female","graduate_school",26,36395,1700
250000,"male","university",31,14451,1504
150000,"male","university",25,1180,7705
280000,"female","graduate_school",26,146130,5042
50000,"female","university",51,15902,2000
340000,"female","graduate_school",29,82922,3600
80000,"female","university",29,6441,14349
50000,"female","high_school",23,43979,2000
50000,"male","high_school",26,50632,1808
10000,"male","university",21,7985,1217
210000,"female","high_school",38,2569,3920
50000,"male","university",23,0,0
110000,"female","university",42,57046,0
140000,"male","university",35,135227,5304
80000,"female","high_school",37,47751,215
80000,"female","high_school",32,26856,1700
350000,"male","graduate_school",37,916,1133
450000,"female","university",43,7361,8692
240000,"female","university",31,173628,8000
250000,"female","university",37,0,0
80000,"male","university",38,89394,5000
80000,"female","high_school",23,333,333
50000,"male","university",42,5268,1107
50000,"female","university",39,26262,4000
100000,"male","graduate_school",27,36014,4200
360000,"male","university",37,-5,3589
180000,"female","graduate_school",27,101489,10006
390000,"male","graduate_school",32,60425,1781
180000,"male","graduate_school",40,93648,4246
180000,"female","university",23,178239,7969
110000,"female","high_school",53,1457,745
30000,"male","high_school",50,3607,0
100000,"female","graduate_school",52,13687,1600
210000,"male","university",34,2500,0
240000,"male","university",43,291,291
20000,"male","university",25,19242,1700
190000,"male","university",43,90580,10000
360000,"female","graduate_school",43,0,10121
130000,"female","university",26,2783,130000
10000,"male","university",26,7606,2000
80000,"female","university",24,80690,2852
100000,"female","high_school",28,29770,1825
70000,"female","university",23,18285,1400
260000,"female","university",43,0,0
260000,"female","graduate_school",38,0,0
50000,"female","university",24,49397,2100
10000,"female","university",22,2274,1067
500000,"female","graduate_school",56,881,1035
250000,"female","university",44,23438,0
70000,"female","high_school",53,54251,2600
210000,"female","graduate_school",35,3805,0
20000,"male","high_school",23,10103,1205
30000,"male","university",35,780,0
360000,"female","graduate_school",36,1365,3000
90000,"male","university",47,54268,2425
160000,"male","high_school",33,25058,1344
80000,"female","university",22,76737,3500
360000,"female","university",35,39685,1600
410000,"female","university",41,354506,14600
170000,"female","university",29,79091,2235
360000,"male","graduate_school",33,780,286
230000,"male","university",32,189567,9000
360000,"male","graduate_school",38,277523,4013
200000,"male","university",40,193773,7350
110000,"female","graduate_school",28,107649,3500
460000,"female","university",33,8316,6018
10000,"male","university",29,9073,1120
180000,"male","graduate_school",49,62087,3000
50000,"male","high_school",59,48504,0
600000,"female","graduate_school",31,-84,700
340000,"male","university",48,73627,3870
190000,"female","university",45,140329,6800
200000,"female","graduate_school",38,5625,12125
420000,"female","graduate_school",31,127901,3900
800000,"male","university",53,7639,11145
100000,"male","graduate_school",37,38604,0
50000,"female","high_school",50,48781,2283
240000,"male","university",41,226047,10000
130000,"male","graduate_school",28,89418,4000
60000,"female","graduate_school",22,57484,3000
50000,"male","graduate_school",42,47454,3000
120000,"female","graduate_school",34,882,6900
180000,"female","graduate_school",24,130780,4700
390000,"male","university",33,30209,1804
50000,"female","graduate_school",25,49052,3006
360000,"female","graduate_school",27,0,0
320000,"female","university",35,177391,8200
20000,"male","graduate_school",25,18069,2180
140000,"female","graduate_school",28,0,0
110000,"female","graduate_school",44,87418,7900
20000,"male","high_school",51,9953,5000
300000,"male","graduate_school",32,2144,2085
50000,"female","university",36,94228,2000
500000,"female","graduate_school",39,418958,39432
180000,"male","university",46,390,390
460000,"male","graduate_school",41,321987,12000
20000,"male","university",24,14068,3200
30000,"male","high_school",53,18361,2500
70000,"male","high_school",30,67730,3000
150000,"male","university",34,52692,3000
170000,"female","university",29,1333,1359
330000,"female","graduate_school",35,1663,0
110000,"female","graduate_school",27,52426,1772
140000,"male","high_school",47,75883,2536
150000,"female","graduate_school",26,69716,5211
140000,"female","graduate_school",31,112936,6000
80000,"female","graduate_school",37,6734,1990
300000,"female","university",27,286321,20000
410000,"female","graduate_school",38,180922,7670
160000,"female","university",29,36370,4002
260000,"female","graduate_school",28,-28,5763
360000,"male","high_school",41,218,7022
180000,"female","graduate_school",38,0,0
240000,"female","university",38,0,0
240000,"male","university",48,236767,8622
180000,"female","graduate_school",28,65054,1568
100000,"female","university",44,-1651,0
300000,"female","university",33,0,0
100000,"male","university",39,66177,4000
160000,"female","university",63,-2,0
160000,"female","high_school",36,92816,5000
80000,"female","university",56,63995,3000
60000,"male","university",46,3046,285
320000,"male","other",47,8748,1285
140000,"male","high_school",56,90462,4212
80000,"female","high_school",45,3473,3329
50000,"female","high_school",47,28164,0
140000,"female","university",28,1953,0
60000,"female","graduate_school",31,9815,11160
20000,"female","university",23,14313,1000
30000,"female","graduate_school",21,30769,0
130000,"male","graduate_school",30,130705,6500
110000,"female","university",35,114023,4097
10000,"male","university",40,1050,0
190000,"female","university",48,210612,7496
130000,"female","high_school",53,101156,3615
300000,"male","university",30,165,165
230000,"female","university",28,0,0
430000,"female","university",29,75249,3754
190000,"male","graduate_school",54,187295,7000
320000,"male","university",31,6927,10063
20000,"male","university",43,17233,2000
190000,"female","university",34,500,300
100000,"male","university",24,13233,700
360000,"male","graduate_school",34,2500,0
230000,"male","graduate_school",28,0,0
90000,"female","university",25,88822,1588
240000,"male","graduate_school",40,1643,8000
30000,"female","high_school",43,23101,1481
300000,"female","university",42,38913,319
500000,"female","graduate_school",42,0,0
430000,"female","graduate_school",29,67336,3261
110000,"male","high_school",50,109192,4300
310000,"male","high_school",43,4323,650
180000,"female","university",34,142024,6500
200000,"female","university",38,18703,1533
150000,"female","graduate_school",28,9625,2099
50000,"male","university",25,5832,30074
230000,"male","graduate_school",28,326,326
80000,"female","high_school",41,3482,1000
300000,"female","high_school",46,147289,10000
200000,"female","university",32,2147,1173
60000,"male","graduate_school",27,2165,18214
500000,"female","graduate_school",44,0,5218
30000,"female","university",23,19594,1346
230000,"female","graduate_school",49,113,0
70000,"male","university",25,12088,0
150000,"female","high_school",30,24523,2029
430000,"female","graduate_school",38,590,590
60000,"male","graduate_school",30,0,345
180000,"female","university",32,1991,0
80000,"male","university",31,45605,1800
70000,"female","graduate_school",35,51143,3500
200000,"female","high_school",33,51979,0
50000,"male","university",25,32233,0
420000,"male","university",37,3823,150298
130000,"male","university",34,126749,11243
220000,"male","university",32,8000,8288
240000,"male","graduate_school",34,102650,0
120000,"male","high_school",26,88143,6000
460000,"female","graduate_school",34,14460,8869
190000,"female","graduate_school",39,83369,3853
80000,"female","high_school",26,78513,3000
200000,"female","graduate_school",35,10118,2106
90000,"female","university",31,23418,1408
100000,"female","graduate_school",24,76831,4037
50000,"female","high_school",51,46880,1500
30000,"female","university",29,18872,3500
190000,"male","university",40,149411,0
60000,"female","university",24,59201,2300
10000,"female","high_school",47,2855,1069
50000,"female","graduate_school",24,1303,1303
80000,"female","university",24,9591,1000
90000,"female","university",23,12770,2500
20000,"male","university",22,2880,0
200000,"male","graduate_school",30,46288,3000
100000,"female","university",49,55084,2500
140000,"female","university",27,120072,2824
250000,"male","university",32,79319,0
80000,"female","high_school",46,77490,5000
50000,"male","graduate_school",28,46176,2000
50000,"female","graduate_school",25,23794,1398
400000,"female","university",26,74465,3600
150000,"female","university",24,0,10437
180000,"female","university",47,11900,4256
10000,"female","high_school",51,2400,0
30000,"female","graduate_school",45,5830,0
80000,"female","graduate_school",39,-224,1581
130000,"male","university",40,390,390
70000,"male","graduate_school",27,4168,0
80000,"female","graduate_school",24,42377,2008
100000,"male","graduate_school",25,1522,291
430000,"male","graduate_school",39,43970,50942
80000,"male","high_school",45,55385,2019
200000,"female","high_school",32,148959,6700
20000,"female","high_school",23,13884,3000
120000,"female","university",24,100,0
120000,"male","university",35,90972,4000
30000,"female","university",48,28695,1900
100000,"female","university",24,53309,7500
60000,"male","university",33,32961,1799
80000,"female","high_school",53,77766,4000
260000,"male","university",35,228,500
50000,"female","graduate_school",33,31652,3400
500000,"female","graduate_school",36,10935,4081
360000,"male","graduate_school",40,5772,11694
70000,"female","university",44,34135,2020
380000,"female","high_school",54,1630,65757
110000,"male","university",39,54806,2000
100000,"female","graduate_school",58,27044,0
300000,"female","graduate_school",30,452,3
370000,"female","high_school",50,48303,124174
20000,"male","university",27,18290,2458
50000,"male","university",54,48580,0
230000,"female","high_school",32,0,0
200000,"female","graduate_school",25,6096,2886
380000,"male","graduate_school",40,231759,10000
50000,"female","university",29,22021,1000
180000,"male","graduate_school",36,163736,4655
150000,"male","university",44,143650,0
300000,"male","graduate_school",34,1257,5600
320000,"female","graduate_school",29,198441,10000
80000,"male","graduate_school",26,76436,5990
50000,"male","university",24,23553,1700
30000,"male","university",31,29285,1820
240000,"male","high_school",36,135053,10000
180000,"female","graduate_school",39,0,0
200000,"female","university",24,52143,1910
360000,"female","graduate_school",33,50067,17607
230000,"female","university",32,750,0
50000,"male","university",23,45256,2161
80000,"female","university",37,80508,3100
20000,"male","university",25,11657,0
290000,"female","university",49,5287,2334
200000,"male","university",41,1075,11000
100000,"male","university",32,88550,5000
200000,"male","high_school",50,119657,11754
220000,"female","graduate_school",48,3467,3340
230000,"female","graduate_school",27,104001,4000
20000,"male","university",51,16849,2116
170000,"female","graduate_school",27,41977,1650
70000,"female","high_school",56,16976,5000
220000,"female","university",43,0,0
60000,"female","university",34,54316,2770
200000,"female","graduate_school",31,191953,6887
200000,"female","graduate_school",34,3987,1631
410000,"male","university",42,7114,8309
50000,"male","university",42,51047,0
500000,"female","graduate_school",38,2937,5242
280000,"female","university",30,18925,1976
130000,"male","university",25,4841,2000
150000,"male","graduate_school",34,56142,10115
80000,"male","graduate_school",27,76817,3000
400000,"female","graduate_school",48,24478,10846
210000,"female","graduate_school",27,780,0
150000,"male","university",45,44832,6020
50000,"female","graduate_school",23,48064,2091
30000,"female","university",27,1473,2998
280000,"male","university",39,2082,3597
310000,"female","university",42,128166,3844
110000,"female","graduate_school",23,83914,4022
90000,"female","graduate_school",27,56754,3000
20000,"female","high_school",37,12443,2000
30000,"female","graduate_school",29,0,0
200000,"female","university",47,193229,9058
60000,"male","university",29,47631,2000
30000,"male","university",23,27275,2000
80000,"male","university",29,9928,2000
140000,"female","graduate_school",28,0,0
100000,"female","graduate_school",30,90375,3007
200000,"female","university",33,-7082,21179
60000,"female","university",23,59408,2230
320000,"female","university",35,125567,6831
70000,"female","graduate_school",40,45251,1800
50000,"female","university",35,16053,2000
50000,"male","high_school",42,50708,1872
160000,"male","graduate_school",42,51997,0
240000,"female","university",28,1154,1154
20000,"female","high_school",45,1649,1071
50000,"male","university",40,44310,3003
130000,"male","university",32,21395,10000
20000,"female","university",24,12764,0
120000,"female","other",41,0,77
290000,"female","high_school",29,161623,11200
140000,"male","university",31,64300,20009
300000,"female","university",56,129234,10060
500000,"female","graduate_school",39,0,0
120000,"male","graduate_school",31,-190,0
120000,"female","university",30,2680,14770
50000,"male","university",52,5893,0
50000,"female","graduate_school",23,3430,2548
240000,"female","high_school",39,0,1234
30000,"male","university",22,26061,0
110000,"female","graduate_school",51,103701,3771
260000,"male","graduate_school",43,1350,0
180000,"female","graduate_school",42,177061,8000
420000,"female","graduate_school",30,46209,1543
340000,"female","university",57,-8,0
70000,"female","university",32,67955,3007
360000,"female","graduate_school",25,279846,7004
150000,"female","other",40,21001,4000
90000,"female","high_school",25,16977,3000
50000,"male","university",27,35905,0
20000,"female","high_school",33,20023,1300
160000,"female","high_school",36,9330,31745
100000,"male","university",41,91,957
230000,"female","university",33,-133,744
260000,"male","graduate_school",29,52079,6000
10000,"male","university",22,7960,2000
380000,"female","graduate_school",43,121868,6000
270000,"male","graduate_school",28,237881,0
200000,"female","university",37,4942,1068
50000,"male","university",21,47285,2108
90000,"female","graduate_school",31,20052,59872
230000,"female","high_school",27,67615,1323
20000,"female","university",26,73404,2600
180000,"female","high_school",45,4148,0
230000,"male","graduate_school",37,211,162
50000,"female","graduate_school",26,47068,0
160000,"male","university",37,833,833
550000,"female","university",34,383973,15000
180000,"female","graduate_school",35,5450,0
200000,"female","graduate_school",39,0,0
210000,"female","university",30,77637,4400
90000,"female","university",27,509,511
50000,"female","university",34,51012,2000
100000,"male","university",35,81415,4000
210000,"male","graduate_school",29,26845,66
70000,"female","graduate_school",28,12018,39270
450000,"female","graduate_school",32,46437,7875
60000,"female","university",27,57697,2200
50000,"female","high_school",27,41991,1720
80000,"female","high_school",28,75903,2014
220000,"male","graduate_school",36,769,0
350000,"male","graduate_school",57,1910,0
200000,"female","graduate_school",59,180887,10000
500000,"male","university",30,135634,5034
50000,"male","university",25,10695,0
170000,"male","graduate_school",30,740,740
580000,"female","university",34,420115,0
50000,"female","university",57,173,274
350000,"female","graduate_school",33,314994,12695
140000,"female","university",50,128949,7000
70000,"female","university",23,69074,2875
70000,"female","graduate_school",22,64525,3093
140000,"female","university",41,41814,2500
310000,"male","graduate_school",44,-42,7323
240000,"female","graduate_school",38,138151,6021
170000,"female","graduate_school",40,511,1001
180000,"male","university",36,184661,7000
50000,"male","university",30,780,0
130000,"female","graduate_school",30,124651,7100
420000,"male","university",39,204984,8006
70000,"female","university",39,67607,3700
350000,"male","graduate_school",40,63200,4150
250000,"male","high_school",62,38924,5000
230000,"male","high_school",61,0,0
50000,"male","university",34,49372,0
200000,"male","graduate_school",29,170707,6017
290000,"female","university",39,296002,12000
50000,"male","university",31,48469,2138
60000,"female","university",45,60244,3000
60000,"female","high_school",33,57561,2100
100000,"female","graduate_school",31,1500,3794
200000,"female","graduate_school",27,11912,14443
120000,"female","graduate_school",28,594,0
210000,"female","graduate_school",34,74261,3500
210000,"female","high_school",37,138398,5000
40000,"female","university",28,31131,3500
500000,"female","university",32,0,0
290000,"female","university",25,140615,7003
230000,"male","university",29,566,5480
270000,"female","graduate_school",28,15167,845
50000,"female","graduate_school",31,27166,3769
500000,"male","university",38,31504,12160
200000,"male","graduate_school",28,6905,4628
50000,"male","university",56,32134,0
430000,"female","graduate_school",37,1669,416
310000,"male","graduate_school",43,2432,0
100000,"male","high_school",37,20116,4000
40000,"female","graduate_school",29,35735,2017
200000,"female","high_school",44,0,0
50000,"male","graduate_school",27,14614,1558
210000,"female","university",37,2978,1798
110000,"female","university",40,23303,1511
240000,"female","graduate_school",37,180517,8022
50000,"male","university",39,48803,1487
50000,"male","high_school",41,47384,2194
20000,"female","high_school",34,0,0
50000,"female","university",25,16092,2352
80000,"female","high_school",26,69489,2600
350000,"male","graduate_school",34,120198,5900
50000,"female","university",37,19068,1500
130000,"male","university",25,128947,5006
50000,"female","high_school",25,-1159,48000
60000,"female","graduate_school",28,38991,10008
130000,"female","university",43,2292,6776
130000,"female","university",36,26244,1550
90000,"female","university",25,7766,93788
160000,"female","high_school",26,2454,1083
120000,"female","university",40,-200,0
220000,"male","university",45,165583,6500
50000,"male","graduate_school",24,5524,1500
140000,"male","university",44,85119,3153
80000,"male","university",53,6469,2600
50000,"female","high_school",44,3424,155
230000,"female","graduate_school",29,-5,0
30000,"female","university",31,27254,0
260000,"female","university",34,8383,2985
200000,"male","university",27,202591,7565
480000,"female","university",30,470400,0
210000,"female","graduate_school",36,0,1690
500000,"female","university",54,455977,13455
70000,"male","graduate_school",49,1261,2431
10000,"male","graduate_school",23,7684,1300
50000,"female","university",36,4782,0
100000,"female","high_school",40,97763,4500
180000,"female","university",25,175063,5000
50000,"female","university",35,41657,10000
110000,"female","university",28,79573,3800
80000,"male","university",42,80586,3000
470000,"female","university",30,26549,1420
30000,"female","university",24,22280,1748
30000,"female","university",23,29336,1800
360000,"female","graduate_school",28,9626,15023
270000,"male","university",45,0,0
50000,"female","graduate_school",25,14500,0
150000,"male","graduate_school",34,62854,5000
130000,"male","graduate_school",28,91092,5000
50000,"male","university",48,44489,2000
170000,"male","university",41,162500,4781
470000,"male","graduate_school",33,1260,2530
210000,"female","graduate_school",29,18662,6224
150000,"female","graduate_school",27,0,0
500000,"male","university",32,331751,10558
20000,"male","university",45,19473,1896
220000,"female","high_school",51,44076,2000
140000,"female","graduate_school",28,86761,0
180000,"female","university",24,54357,1260
10000,"female","high_school",53,1473,2095
360000,"female","university",29,0,1244
240000,"male","university",39,0,1263
220000,"female","university",28,216435,8355
170000,"male","university",35,17920,1900
20000,"female","university",44,2400,0
170000,"female","university",31,63948,5000
310000,"female","graduate_school",32,0,0
250000,"female","university",54,17582,1200
20000,"male","graduate_school",24,17781,2000
30000,"male","other",53,0,0
100000,"female","graduate_school",49,103307,0
150000,"female","graduate_school",30,150426,5520
20000,"male","university",37,19701,2000
